link,name,price
/samsung-galaxy-a16-5g-8gb-256gb-light-green-sku3341595002,SAMSUNG Galaxy A16 5G 8GB/256GB - Light Green,3399000
/samsung-galaxy-a36-5g-8gb-256gb-awesome-lime-sku3341724788,SAMSUNG Galaxy A36 5G 8GB/256GB - Awesome Lime,5199000
/samsung-galaxy-z-fold6-12gb-256gb-silver-shadow-sku3341233580,SAMSUNG Galaxy Z Fold6 12GB/256GB - Silver Shadow,24999000
/samsung-galaxy-z-fold6-12gb-512gb-silver-shadow-sku3341233483,SAMSUNG Galaxy Z Fold6 12GB/512GB - Silver Shadow,26999000
/samsung-galaxy-tab-a9-4gb-64gb-graphite-sku3340509572,SAMSUNG Galaxy Tab A9 4GB/64GB - Graphite,2299000
/samsung-galaxy-tab-a8-lte-4gb-128gb-gray-sku3338265186,SAMSUNG Galaxy Tab A8 LTE 4GB/128GB - Gray,4499000
/samsung-galaxy-a16-5g-8gb-256gb-blue-black-sku3341595196,SAMSUNG Galaxy A16 5G 8GB/256GB - Blue Black,3399000
/samsung-galaxy-a16-4g-8gb-128gb-gray-sku3341573856,SAMSUNG Galaxy A16 4G 8GB/128GB - Gray,2699000
/samsung-galaxy-tab-a9-wifi-4gb-64gb-graphite-sku3340505207,SAMSUNG Galaxy Tab A9 WiFi 4GB/64GB - Graphite,1899000
/samsung-galaxy-a16-5g-8gb-256gb-light-green-sku3341595002,SAMSUNG Galaxy A16 5G 8GB/256GB - Light Green,3399000
/samsung-galaxy-a36-5g-8gb-256gb-awesome-lime-sku3341724788,SAMSUNG Galaxy A36 5G 8GB/256GB - Awesome Lime,5199000
/samsung-galaxy-z-fold6-12gb-256gb-silver-shadow-sku3341233580,SAMSUNG Galaxy Z Fold6 12GB/256GB - Silver Shadow,24999000
/samsung-galaxy-z-fold6-12gb-512gb-silver-shadow-sku3341233483,SAMSUNG Galaxy Z Fold6 12GB/512GB - Silver Shadow,26999000
/samsung-galaxy-tab-a9-4gb-64gb-graphite-sku3340509572,SAMSUNG Galaxy Tab A9 4GB/64GB - Graphite,2299000
/samsung-galaxy-tab-a8-lte-4gb-128gb-gray-sku3338265186,SAMSUNG Galaxy Tab A8 LTE 4GB/128GB - Gray,4499000
/samsung-galaxy-a16-5g-8gb-256gb-blue-black-sku3341595196,SAMSUNG Galaxy A16 5G 8GB/256GB - Blue Black,3399000
/samsung-galaxy-a16-4g-8gb-128gb-gray-sku3341573856,SAMSUNG Galaxy A16 4G 8GB/128GB - Gray,2699000
/samsung-galaxy-tab-a9-wifi-4gb-64gb-graphite-sku3340505207,SAMSUNG Galaxy Tab A9 WiFi 4GB/64GB - Graphite,1899000
/samsung-galaxy-a16-5g-8gb-256gb-light-green-sku3341595002,SAMSUNG Galaxy A16 5G 8GB/256GB - Light Green,3399000
/samsung-galaxy-a36-5g-8gb-256gb-awesome-lime-sku3341724788,SAMSUNG Galaxy A36 5G 8GB/256GB - Awesome Lime,5199000
/samsung-galaxy-z-fold6-12gb-256gb-silver-shadow-sku3341233580,SAMSUNG Galaxy Z Fold6 12GB/256GB - Silver Shadow,24999000
/samsung-galaxy-z-fold6-12gb-512gb-silver-shadow-sku3341233483,SAMSUNG Galaxy Z Fold6 12GB/512GB - Silver Shadow,26999000
/samsung-galaxy-tab-a9-4gb-64gb-graphite-sku3340509572,SAMSUNG Galaxy Tab A9 4GB/64GB - Graphite,2299000
/samsung-galaxy-tab-a8-lte-4gb-128gb-gray-sku3338265186,SAMSUNG Galaxy Tab A8 LTE 4GB/128GB - Gray,4499000
/hp-business-notebook-240-g8-core-i3-1115g4-4gb-256gb-ssd-win-11-pro-61g48pa-sku3338859602,"HP Business Notebook 240 G8 (Core i3-1115G4, 4GB, 256GB SSD, Win 11 Pro) [61G48PA]",8200000
/asus-expertbook-b1-b1402cba-id-nk7850x-core-i7-1255u-8gb-512gb-ssd-win-11-pro-star-black-sku3340958294,"ASUS ExpertBook B1 B1402CBA_ID-NK7850X (Core i7-1255U, 8GB, 512GB SSD, Win 11 Pro) Star Black",14400000
/asus-vivobook-s-14-oled-s5406ma-oled713-core-ultra-7-155h-16gb-1tb-ssd-win-11-home-neutral-black-sku3341118441,"ASUS Vivobook S 14 OLED S5406MA-OLED713 (Core Ultra 7 155H, 16GB, 1TB SSD, Win 11 Home) Neutral Black",15399000
/dell-latitude-5430-core-i7-1265u-16gb-1tb-ssd-win-11-pro-sku3340229921,"DELL Latitude 5430 (Core i7-1265U, 16GB, 1TB SSD, Win 11 Pro)",18400000
/lenovo-thinkpad-e14-g6-core-ultra-5-125u-8gb-512gb-ssd-win-11-pro-21m70059id-black-sku3341411090,"LENOVO ThinkPad E14 G6 (Core Ultra 5 125U, 8GB, 512GB SSD, Win 11 Pro) [21M70059ID] - Black",17600000
/lenovo-thinkpad-e14-gen-4-core-i5-1235u-8gb-512gb-ssd-win-11-pro-black-sku3339324232,"LENOVO ThinkPad E14 Gen 4 (Core i5-1235U, 8GB, 512GB SSD, Win 11 Pro) Black",14850000
/lenovo-ideacentre-5-14iab7-90t3008nid-cloud-grey-sku3339853852,LENOVO IdeaCentre 5 14IAB7 [90T3008NID] - Cloud Grey,14200000
/hp-pro-tower-280-g9-desktop-6l915pa-sku3338863288,HP Pro Tower 280 G9 Desktop [6L915PA],9900000
/lenovo-ideacentre-aio-3-22iap7-f0gg002uid-black-sku3339814567,LENOVO IdeaCentre AIO 3 22IAP7 [F0GG002UID] - Black,10199000
/lenovo-ideacentre-5-14iab7-90t3003xid-sku3339198811,LENOVO IdeaCentre 5 14IAB7 [90T3003XID],10950000
/hp-prodesk-400-g7-micro-tower-38g57pa-sku3337220593,HP ProDesk 400 G7 Micro Tower [38G57PA],15000000
/hp-all-in-one-24-cb1015d-core-i5-1235u-16gb-512gb-ssd-win-11-home-white-sku3339722126,"HP All-in-One 24-cb1015d (Core i5-1235U, 16GB, 512GB SSD, Win 11 Home) White",11500000
/hp-280-g9-pro-maverick-8m0y6pa-sku3340442933,HP 280 G9 Pro Maverick [8M0Y6PA],14000000
/lenovo-ideacentre-5-14iab7-90t3008nid-cloud-grey-sku3339853852,LENOVO IdeaCentre 5 14IAB7 [90T3008NID] - Cloud Grey,14200000
/hp-pro-tower-280-g9-desktop-6l915pa-sku3338863288,HP Pro Tower 280 G9 Desktop [6L915PA],9900000
/lenovo-ideacentre-aio-3-22iap7-f0gg002uid-black-sku3339814567,LENOVO IdeaCentre AIO 3 22IAP7 [F0GG002UID] - Black,10199000
/lenovo-ideacentre-5-14iab7-90t3003xid-sku3339198811,LENOVO IdeaCentre 5 14IAB7 [90T3003XID],10950000
/hp-prodesk-400-g7-micro-tower-38g57pa-sku3337220593,HP ProDesk 400 G7 Micro Tower [38G57PA],15000000
/hp-all-in-one-24-cb1015d-core-i5-1235u-16gb-512gb-ssd-win-11-home-white-sku3339722126,"HP All-in-One 24-cb1015d (Core i5-1235U, 16GB, 512GB SSD, Win 11 Home) White",11500000
/hp-280-g9-pro-maverick-8m0y6pa-sku3340442933,HP 280 G9 Pro Maverick [8M0Y6PA],14000000
/lenovo-ideacentre-5-14iab7-90t3008nid-cloud-grey-sku3339853852,LENOVO IdeaCentre 5 14IAB7 [90T3008NID] - Cloud Grey,14200000
/hp-pro-tower-280-g9-desktop-6l915pa-sku3338863288,HP Pro Tower 280 G9 Desktop [6L915PA],9900000
/lenovo-ideacentre-aio-3-22iap7-f0gg002uid-black-sku3339814567,LENOVO IdeaCentre AIO 3 22IAP7 [F0GG002UID] - Black,10199000
/lenovo-ideacentre-5-14iab7-90t3003xid-sku3339198811,LENOVO IdeaCentre 5 14IAB7 [90T3003XID],10950000
/hp-prodesk-400-g7-micro-tower-38g57pa-sku3337220593,HP ProDesk 400 G7 Micro Tower [38G57PA],15000000
/hp-all-in-one-24-cb1015d-core-i5-1235u-16gb-512gb-ssd-win-11-home-white-sku3339722126,"HP All-in-One 24-cb1015d (Core i5-1235U, 16GB, 512GB SSD, Win 11 Home) White",11500000
/belkin-boost-charge-braided-usb-c-to-usb-c-1-meter-cab004bt1mwh-white-sku3337296544,BELKIN Boost Charge Braided USB-C to USB-C 1 meter [CAB004bt1MWH] - White,159000
/belkin-boost-charge-usb-c-to-usb-c-cable-1-meter-cab003bt1mwh-white-sku3337298387,BELKIN Boost Charge USB-C to USB-C Cable 1 meter [CAB003bt1MWH] - White,149000
/belkin-charge-usb-c-to-lightning-cable-1-meter-caa003bt1mwh-white-sku3337295186,BELKIN Charge USB-C to Lightning Cable 1 meter [CAA003bt1MWH] - White,239000
/zikko-usb-type-c-to-usb-type-c-cable-m-cc-gold-skusku09415665,ZIKKO USB Type C to USB Type C Cable M-CC - Gold,277500
/xiaomi-20-000mah-redmi-18w-fast-charge-power-bank-black-sku3334038508,XIAOMI 20.000mAh Redmi 18W Fast Charge Power Bank Black,259000
/b-save-tempered-glass-for-samsung-galaxy-a12-sku3338440077,B-SAVE Tempered Glass for Samsung Galaxy A12,19000
/it-plug-it-20-charger-white-sku3338745918,IT. Plug IT 20 Charger White,169000
/b-save-case-armor-for-samsung-galaxy-a12-sku3338440271,B-SAVE Case Armor for Samsung Galaxy A12,19000
/it-power-connector-usb-c-to-c-cable-1-2-m-white-sku3339014802,IT. Power Connector USB C to C Cable 1.2 m White,129000
/b-save-tempered-glass-for-ipad-pro-2021-12-9-inch-sku3337776888,B-SAVE Tempered Glass for iPad Pro 2021 12.9-inch,30000
/brooklyn-poniless-tempered-glass-iphone-13promax-sku3338779189,Brooklyn Poniless Tempered Glass iPhone  13ProMax,30000
/belkin-boost-charge-braided-usb-c-to-usb-c-1-meter-cab004bt1mwh-white-sku3337296544,BELKIN Boost Charge Braided USB-C to USB-C 1 meter [CAB004bt1MWH] - White,159000
/belkin-boost-charge-usb-c-to-usb-c-cable-1-meter-cab003bt1mwh-white-sku3337298387,BELKIN Boost Charge USB-C to USB-C Cable 1 meter [CAB003bt1MWH] - White,149000
/belkin-charge-usb-c-to-lightning-cable-1-meter-caa003bt1mwh-white-sku3337295186,BELKIN Charge USB-C to Lightning Cable 1 meter [CAA003bt1MWH] - White,239000
/zikko-usb-type-c-to-usb-type-c-cable-m-cc-gold-skusku09415665,ZIKKO USB Type C to USB Type C Cable M-CC - Gold,277500
/xiaomi-20-000mah-redmi-18w-fast-charge-power-bank-black-sku3334038508,XIAOMI 20.000mAh Redmi 18W Fast Charge Power Bank Black,259000
/b-save-tempered-glass-for-samsung-galaxy-a12-sku3338440077,B-SAVE Tempered Glass for Samsung Galaxy A12,19000
/it-plug-it-20-charger-white-sku3338745918,IT. Plug IT 20 Charger White,169000
/b-save-case-armor-for-samsung-galaxy-a12-sku3338440271,B-SAVE Case Armor for Samsung Galaxy A12,19000
/it-power-connector-usb-c-to-c-cable-1-2-m-white-sku3339014802,IT. Power Connector USB C to C Cable 1.2 m White,129000
/b-save-tempered-glass-for-ipad-pro-2021-12-9-inch-sku3337776888,B-SAVE Tempered Glass for iPad Pro 2021 12.9-inch,30000
/brooklyn-poniless-tempered-glass-iphone-13promax-sku3338779189,Brooklyn Poniless Tempered Glass iPhone  13ProMax,30000
/belkin-boost-charge-braided-usb-c-to-usb-c-1-meter-cab004bt1mwh-white-sku3337296544,BELKIN Boost Charge Braided USB-C to USB-C 1 meter [CAB004bt1MWH] - White,159000
/belkin-boost-charge-usb-c-to-usb-c-cable-1-meter-cab003bt1mwh-white-sku3337298387,BELKIN Boost Charge USB-C to USB-C Cable 1 meter [CAB003bt1MWH] - White,149000
/belkin-charge-usb-c-to-lightning-cable-1-meter-caa003bt1mwh-white-sku3337295186,BELKIN Charge USB-C to Lightning Cable 1 meter [CAA003bt1MWH] - White,239000
/zikko-usb-type-c-to-usb-type-c-cable-m-cc-gold-skusku09415665,ZIKKO USB Type C to USB Type C Cable M-CC - Gold,277500
/xiaomi-20-000mah-redmi-18w-fast-charge-power-bank-black-sku3334038508,XIAOMI 20.000mAh Redmi 18W Fast Charge Power Bank Black,259000
/b-save-tempered-glass-for-samsung-galaxy-a12-sku3338440077,B-SAVE Tempered Glass for Samsung Galaxy A12,19000
/garmin-forerunner-165-music-berry-lilac-sku3341275678,GARMIN Forerunner 165 Music Berry/Lilac,5299000
/garmin-forerunner-165-music-black-slate-grey-sku3341275484,GARMIN Forerunner 165 Music Black/Slate Grey,5299000
/garmin-forerunner-165-music-mist-gray-whitestone-sku3341275387,GARMIN Forerunner 165 Music Mist Gray/Whitestone,5299000
/garmin-forerunner-165-music-turquoise-aqua-sku3341275581,GARMIN Forerunner 165 Music Turquoise/Aqua,5299000
/garmin-vivomove-sport-cocoa-sku3341276551,GARMIN Vivomove Sport Cocoa,3149000
/garmin-vivomove-sport-cool-mint-sku3341276454,GARMIN Vivomove Sport Cool Mint,3149000
/garmin-fenix-7-sapphire-solar-titanium-with-silicone-band-mineral-blue-sku3338370625,GARMIN Fenix 7 Sapphire Solar Titanium with Silicone Band Mineral Blue,14959000
/apple-watch-se-2-gps-silver-aluminium-case-with-sport-band-m-l-40-mm-storm-blue-sku3341038416,APPLE Watch SE 2 GPS Silver Aluminium Case with Sport Band M/L 40 mm - Storm Blue,4499000
/garmin-forerunner-165-music-berry-lilac-sku3341275678,GARMIN Forerunner 165 Music Berry/Lilac,5299000
/garmin-forerunner-165-music-black-slate-grey-sku3341275484,GARMIN Forerunner 165 Music Black/Slate Grey,5299000
/garmin-forerunner-165-music-mist-gray-whitestone-sku3341275387,GARMIN Forerunner 165 Music Mist Gray/Whitestone,5299000
/garmin-forerunner-165-music-turquoise-aqua-sku3341275581,GARMIN Forerunner 165 Music Turquoise/Aqua,5299000
/garmin-vivomove-sport-cocoa-sku3341276551,GARMIN Vivomove Sport Cocoa,3149000
/garmin-vivomove-sport-cool-mint-sku3341276454,GARMIN Vivomove Sport Cool Mint,3149000
/garmin-fenix-7-sapphire-solar-titanium-with-silicone-band-mineral-blue-sku3338370625,GARMIN Fenix 7 Sapphire Solar Titanium with Silicone Band Mineral Blue,14959000
/apple-watch-se-2-gps-silver-aluminium-case-with-sport-band-m-l-40-mm-storm-blue-sku3341038416,APPLE Watch SE 2 GPS Silver Aluminium Case with Sport Band M/L 40 mm - Storm Blue,4499000
/garmin-forerunner-165-music-berry-lilac-sku3341275678,GARMIN Forerunner 165 Music Berry/Lilac,5299000
/garmin-forerunner-165-music-black-slate-grey-sku3341275484,GARMIN Forerunner 165 Music Black/Slate Grey,5299000
/garmin-forerunner-165-music-mist-gray-whitestone-sku3341275387,GARMIN Forerunner 165 Music Mist Gray/Whitestone,5299000
/garmin-forerunner-165-music-turquoise-aqua-sku3341275581,GARMIN Forerunner 165 Music Turquoise/Aqua,5299000
/garmin-vivomove-sport-cocoa-sku3341276551,GARMIN Vivomove Sport Cocoa,3149000
/garmin-vivomove-sport-cool-mint-sku3341276454,GARMIN Vivomove Sport Cool Mint,3149000
/mito-electric-oven-fantasy-mo-888-white-wood-sku3340036212,MITO Electric Oven Fantasy MO-888 White Wood,1219000
/mitochiba-food-chopper-ch-50-chopchop-series-0-7l-black-stone-sku3340036988,Mitochiba Food Chopper CH-50 Chopchop Series 0.7L Black Stone,379000
/mitochiba-food-chopper-ch-50-chopchop-series-0-7l-glow-pink-sku3340037085,Mitochiba Food Chopper CH-50 Chopchop Series 0.7L Glow Pink,379000
/mitochiba-food-chopper-ch-50-chopchop-series-0-7l-purple-dream-sku3340037182,Mitochiba Food Chopper CH-50 Chopchop Series 0.7L Purple Dream,379000
/mitochiba-chopper-ch-250-star-blade-2l-white-sku3340037279,Mitochiba Chopper CH 250 Star Blade 2L White,799000
/mitochiba-chopper-ch-250-star-blade-2l-green-sku3340037376,Mitochiba Chopper CH 250 Star Blade 2L Green,739000
/mito-electric-oven-fantasy-mo-888-black-wood-sku3340036309,MITO Electric Oven Fantasy MO-888 Black Wood,1219000
/mito-air-fryer-af-1-white-wood-sku3338470050,MITO Air Fryer AF-1 White Wood,819000
/mito-air-fryer-af-1-pink-sku3339255168,MITO Air Fryer AF-1 Pink,749000
/mito-air-fryer-af-8-crystal-series-white-sku3339753457,MITO Air Fryer AF 8 Crystal Series White,879000
/mito-air-fryer-af-1-tosca-wood-sku3339753845,MITO Air Fryer AF-1 Tosca Wood,749000
/mitochiba-food-chopper-ch-200-sku3328280879,Mitochiba Food Chopper CH-200,699000
/mitochiba-food-chopper-ch-50-chopchop-series-0-7l-sunny-green-sku3340036891,Mitochiba Food Chopper CH-50 Chopchop Series 0.7L Sunny Green,379000
/mito-digital-coffee-maker-1-8l-double-heating-system-kopi100-white-sku3340737619,MITO Digital Coffee Maker 1.8L Double Heating System KOPI100 White,1219000
/mito-electric-oven-fantasy-mo-888-white-wood-sku3340036212,MITO Electric Oven Fantasy MO-888 White Wood,1219000
/mitochiba-food-chopper-ch-50-chopchop-series-0-7l-black-stone-sku3340036988,Mitochiba Food Chopper CH-50 Chopchop Series 0.7L Black Stone,379000
/mitochiba-food-chopper-ch-50-chopchop-series-0-7l-glow-pink-sku3340037085,Mitochiba Food Chopper CH-50 Chopchop Series 0.7L Glow Pink,379000
/mitochiba-food-chopper-ch-50-chopchop-series-0-7l-purple-dream-sku3340037182,Mitochiba Food Chopper CH-50 Chopchop Series 0.7L Purple Dream,379000
/mitochiba-chopper-ch-250-star-blade-2l-white-sku3340037279,Mitochiba Chopper CH 250 Star Blade 2L White,799000
/mitochiba-chopper-ch-250-star-blade-2l-green-sku3340037376,Mitochiba Chopper CH 250 Star Blade 2L Green,739000
/mito-electric-oven-fantasy-mo-888-black-wood-sku3340036309,MITO Electric Oven Fantasy MO-888 Black Wood,1219000
/mito-air-fryer-af-1-white-wood-sku3338470050,MITO Air Fryer AF-1 White Wood,819000
/mito-air-fryer-af-1-pink-sku3339255168,MITO Air Fryer AF-1 Pink,749000
/mito-air-fryer-af-8-crystal-series-white-sku3339753457,MITO Air Fryer AF 8 Crystal Series White,879000
/mito-air-fryer-af-1-tosca-wood-sku3339753845,MITO Air Fryer AF-1 Tosca Wood,749000
/mitochiba-food-chopper-ch-200-sku3328280879,Mitochiba Food Chopper CH-200,699000
/mitochiba-food-chopper-ch-50-chopchop-series-0-7l-sunny-green-sku3340036891,Mitochiba Food Chopper CH-50 Chopchop Series 0.7L Sunny Green,379000
/mito-digital-coffee-maker-1-8l-double-heating-system-kopi100-white-sku3340737619,MITO Digital Coffee Maker 1.8L Double Heating System KOPI100 White,1219000
/mito-electric-oven-fantasy-mo-888-white-wood-sku3340036212,MITO Electric Oven Fantasy MO-888 White Wood,1219000
/mitochiba-food-chopper-ch-50-chopchop-series-0-7l-black-stone-sku3340036988,Mitochiba Food Chopper CH-50 Chopchop Series 0.7L Black Stone,379000
/mitochiba-food-chopper-ch-50-chopchop-series-0-7l-glow-pink-sku3340037085,Mitochiba Food Chopper CH-50 Chopchop Series 0.7L Glow Pink,379000
/mitochiba-food-chopper-ch-50-chopchop-series-0-7l-purple-dream-sku3340037182,Mitochiba Food Chopper CH-50 Chopchop Series 0.7L Purple Dream,379000
/mitochiba-chopper-ch-250-star-blade-2l-white-sku3340037279,Mitochiba Chopper CH 250 Star Blade 2L White,799000
/mitochiba-chopper-ch-250-star-blade-2l-green-sku3340037376,Mitochiba Chopper CH 250 Star Blade 2L Green,739000
/coocaa-40-inch-google-tv-40z65-sku3341576184,COOCAA 40 Inch Google TV 40Z65,2839000
/samsung-43-inch-crystal-uhd-u8000f-4k-smart-tv-2025-ua43u8000fkxxd-sku3341796859,SAMSUNG 43 Inch Crystal UHD U8000F 4K Smart TV (2025) UA43U8000FKXXD,3659000
/xiaomi-tv-a-pro-32-mitv-l32m8-a2id-ela5333id-sku3340876717,XIAOMI TV A Pro 32 MITV L32M8-A2ID [ELA5333ID],1999000
/sony-43-inch-uhd-4k-google-tv-kd-43x75k-sku3339657718,SONY 43 inch UHD 4K Google TV KD-43X75K,6899000
/sony-bravia-85-inch-4k-ultra-hd-kd-85x80l-sku3340473488,SONY Bravia 85 Inch 4K Ultra HD KD-85X80L,39000000
/sony-bravia-55-inch-55x80l-4k-ultra-hd-high-dynamic-range-sku3340095382,SONY Bravia 55 Inch 55X80L 4K Ultra HD High Dynamic Range,10219000
/mito-32-inch-led-hd-android-tv-3288-sku3341695300,MITO 32 Inch LED HD Android TV 3288,1889000
/coocaa-40-inch-google-tv-40z65-sku3341576184,COOCAA 40 Inch Google TV 40Z65,2839000
/samsung-43-inch-crystal-uhd-u8000f-4k-smart-tv-2025-ua43u8000fkxxd-sku3341796859,SAMSUNG 43 Inch Crystal UHD U8000F 4K Smart TV (2025) UA43U8000FKXXD,3659000
/xiaomi-tv-a-pro-32-mitv-l32m8-a2id-ela5333id-sku3340876717,XIAOMI TV A Pro 32 MITV L32M8-A2ID [ELA5333ID],1999000
/sony-43-inch-uhd-4k-google-tv-kd-43x75k-sku3339657718,SONY 43 inch UHD 4K Google TV KD-43X75K,6899000
/sony-bravia-85-inch-4k-ultra-hd-kd-85x80l-sku3340473488,SONY Bravia 85 Inch 4K Ultra HD KD-85X80L,39000000
/sony-bravia-55-inch-55x80l-4k-ultra-hd-high-dynamic-range-sku3340095382,SONY Bravia 55 Inch 55X80L 4K Ultra HD High Dynamic Range,10219000
/mito-32-inch-led-hd-android-tv-3288-sku3341695300,MITO 32 Inch LED HD Android TV 3288,1889000
/coocaa-40-inch-google-tv-40z65-sku3341576184,COOCAA 40 Inch Google TV 40Z65,2839000
/samsung-43-inch-crystal-uhd-u8000f-4k-smart-tv-2025-ua43u8000fkxxd-sku3341796859,SAMSUNG 43 Inch Crystal UHD U8000F 4K Smart TV (2025) UA43U8000FKXXD,3659000
/xiaomi-tv-a-pro-32-mitv-l32m8-a2id-ela5333id-sku3340876717,XIAOMI TV A Pro 32 MITV L32M8-A2ID [ELA5333ID],1999000
/sony-43-inch-uhd-4k-google-tv-kd-43x75k-sku3339657718,SONY 43 inch UHD 4K Google TV KD-43X75K,6899000
/sony-bravia-85-inch-4k-ultra-hd-kd-85x80l-sku3340473488,SONY Bravia 85 Inch 4K Ultra HD KD-85X80L,39000000
/sony-bravia-55-inch-55x80l-4k-ultra-hd-high-dynamic-range-sku3340095382,SONY Bravia 55 Inch 55X80L 4K Ultra HD High Dynamic Range,10219000
/regency-kipas-angin-tornado-wall-fan-18-ztw18-sku3317270797,"REGENCY Kipas Angin Tornado Wall Fan 18"" ZTW18",779000
/regency-kipas-angin-tornado-wall-fan-16-ztw16-sku3317270603,"REGENCY Kipas Angin Tornado Wall Fan 16"" ZTW16",719000
/miyako-kipas-angin-kad-1227-bpl-sku3332850258,MIYAKO Kipas Angin KAD-1227 BPL,219000
/electrolux-27l-microwave-oven-with-grill-convection-emc27d22bm-sku3340758183,ELECTROLUX 27L Microwave Oven with Grill & Convection EMC27D22BM,4479000
/electrolux-coffee-maker-e2cm1-200w-sku3337993295,ELECTROLUX Coffee Maker E2CM1-200W,539000
/electrolux-freestanding-microwave-emg20d22b-sku3340124482,ELECTROLUX Freestanding Microwave EMG20D22B,1859000
/deerma-juicer-cup-nu05-400-ml-sku3331450063,Deerma Juicer Cup NU05 400 ml,190000
/philips-vacuum-cleaner-fc9330-09-sku3323836824,PHILIPS Vacuum Cleaner FC9330/09,1609000
/sharp-air-purifier-fp-j30y-b-black-sku3320832637,SHARP Air Purifier FP-J30Y-B - Black,1399000
/ecohome-cubic-air-fryer-noble-series-eaf-888-easy-fry-oven-grill-aqua-marine-sku3340765361,Ecohome Cubic Air Fryer Noble Series EAF-888 Easy Fry Oven & Grill Aqua Marine,2480000
/gascomp-regulator-meter-super-lock-grs-01-sku3331471015,GASCOMP Regulator Meter Super Lock GRS-01,159000
/sharp-rice-cooker-ks-n18mg-rd-sku3330308567,SHARP Rice Cooker KS-N18MG-RD,339000
/sharp-rice-cooker-ks-n18mg-sl-sku3330308470,SHARP Rice Cooker KS-N18MG-SL,339000
/regency-kipas-angin-tornado-wall-fan-18-ztw18-sku3317270797,"REGENCY Kipas Angin Tornado Wall Fan 18"" ZTW18",779000
/regency-kipas-angin-tornado-wall-fan-16-ztw16-sku3317270603,"REGENCY Kipas Angin Tornado Wall Fan 16"" ZTW16",719000
/miyako-kipas-angin-kad-1227-bpl-sku3332850258,MIYAKO Kipas Angin KAD-1227 BPL,219000
/electrolux-27l-microwave-oven-with-grill-convection-emc27d22bm-sku3340758183,ELECTROLUX 27L Microwave Oven with Grill & Convection EMC27D22BM,4479000
/electrolux-coffee-maker-e2cm1-200w-sku3337993295,ELECTROLUX Coffee Maker E2CM1-200W,539000
/electrolux-freestanding-microwave-emg20d22b-sku3340124482,ELECTROLUX Freestanding Microwave EMG20D22B,1859000
/deerma-juicer-cup-nu05-400-ml-sku3331450063,Deerma Juicer Cup NU05 400 ml,190000
/philips-vacuum-cleaner-fc9330-09-sku3323836824,PHILIPS Vacuum Cleaner FC9330/09,1609000
/sharp-air-purifier-fp-j30y-b-black-sku3320832637,SHARP Air Purifier FP-J30Y-B - Black,1399000
/ecohome-cubic-air-fryer-noble-series-eaf-888-easy-fry-oven-grill-aqua-marine-sku3340765361,Ecohome Cubic Air Fryer Noble Series EAF-888 Easy Fry Oven & Grill Aqua Marine,2480000
/gascomp-regulator-meter-super-lock-grs-01-sku3331471015,GASCOMP Regulator Meter Super Lock GRS-01,159000
/sharp-rice-cooker-ks-n18mg-rd-sku3330308567,SHARP Rice Cooker KS-N18MG-RD,339000
/sharp-rice-cooker-ks-n18mg-sl-sku3330308470,SHARP Rice Cooker KS-N18MG-SL,339000
/regency-kipas-angin-tornado-wall-fan-18-ztw18-sku3317270797,"REGENCY Kipas Angin Tornado Wall Fan 18"" ZTW18",779000
/regency-kipas-angin-tornado-wall-fan-16-ztw16-sku3317270603,"REGENCY Kipas Angin Tornado Wall Fan 16"" ZTW16",719000
/miyako-kipas-angin-kad-1227-bpl-sku3332850258,MIYAKO Kipas Angin KAD-1227 BPL,219000
/electrolux-27l-microwave-oven-with-grill-convection-emc27d22bm-sku3340758183,ELECTROLUX 27L Microwave Oven with Grill & Convection EMC27D22BM,4479000
/electrolux-coffee-maker-e2cm1-200w-sku3337993295,ELECTROLUX Coffee Maker E2CM1-200W,539000
/electrolux-freestanding-microwave-emg20d22b-sku3340124482,ELECTROLUX Freestanding Microwave EMG20D22B,1859000
